
Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
decisões que aparecem pelo menos 10 vezes | 25
decisões que aparecem pelo menos 9 vezes | 60
decisões que aparecem pelo menos 8 vezes | 89
136

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | MS 32176   | DIAS TOFFOLI | N | 10 | 0
 2   | HC 101517  | DIAS TOFFOLI | N | 10 | 0
 3   | RHC 112705 | DIAS TOFFOLI | N | 10 | 0
 4   | RHC 102963 | DIAS TOFFOLI | N | 10 | 0
 5   | ADI 668    | DIAS TOFFOLI | N | 10 | 0
 6   | HC 127483  | DIAS TOFFOLI | N | 10 | 0
 7   | RHC 116944 | DIAS TOFFOLI | N | 10 | 0
 8   | HC 106739  | DIAS TOFFOLI | N | 10 | 0
 9   | HC 111840  | DIAS TOFFOLI | N | 10 | 0
 10   | HC 103536  | DIAS TOFFOLI | N | 10 | 0
 11   | HC 102601  | DIAS TOFFOLI | N | 10 | 0
 12   | HC 108345  | DIAS TOFFOLI | N | 10 | 0
 13   | RHC 114890 | DIAS TOFFOLI | N | 10 | 0
 14   | HC 101407  | DIAS TOFFOLI | N | 10 | 0
 15   | ADI 2189   | DIAS TOFFOLI | N | 10 | 0
 16   | HC 110848  | DIAS TOFFOLI | N | 10 | 0
 17   | HC 105728  | DIAS TOFFOLI | N | 10 | 0
 18   | RHC 105150 | DIAS TOFFOLI | N | 10 | 0
 19   | RCL 4803   | DIAS TOFFOLI | N | 10 | 0
 20   | ADI 290    | DIAS TOFFOLI | N | 10 | 0
 21   | HC 113198  | DIAS TOFFOLI | N | 10 | 0
 22   | HC 120139  | DIAS TOFFOLI | N | 10 | 0
 23   | HC 111124  | DIAS TOFFOLI | N | 9 | 1
 24   | HC 111123  | DIAS TOFFOLI | N | 9 | 1
 25   | HC 111727  | DIAS TOFFOLI | N | 9 | 1
 26   | HC 109966  | DIAS TOFFOLI | N | 9 | 1
 27   | RE 594296  | DIAS TOFFOLI | N | 9 | 1
 28   | HC 119200  | DIAS TOFFOLI | N | 9 | 1
 29   | HC 112319  | DIAS TOFFOLI | N | 9 | 1
 30   | HC 102083  | DIAS TOFFOLI | N | 9 | 1
 31   | HC 101891  | DIAS TOFFOLI | N | 9 | 1
 32   | HC 107904  | DIAS TOFFOLI | N | 9 | 1
 33   | HC 101605  | DIAS TOFFOLI | N | 9 | 1
 34   | HC 103951  | DIAS TOFFOLI | N | 9 | 1
 35   | HC 108381  | DIAS TOFFOLI | N | 9 | 1
 36   | HC 114568  | DIAS TOFFOLI | N | 9 | 1
 37   | HC 110926  | DIAS TOFFOLI | N | 9 | 1
 38   | HC 98366   | DIAS TOFFOLI | N | 9 | 1
 39   | HC 98679   | DIAS TOFFOLI | N | 9 | 1
 40   | HC 111171  | DIAS TOFFOLI | N | 9 | 1
 41   | INQ 3077   | DIAS TOFFOLI | N | 9 | 1
 42   | HC 112540  | DIAS TOFFOLI | N | 9 | 1
 43   | RHC 114742 | DIAS TOFFOLI | N | 9 | 1
 44   | HC 102043  | DIAS TOFFOLI | N | 9 | 1
 45   | EXT 1178   | DIAS TOFFOLI | N | 9 | 1
 46   | HC 125991  | DIAS TOFFOLI | N | 9 | 1
 47   | RHC 116709 | DIAS TOFFOLI | N | 9 | 1
 48   | HC 113172  | DIAS TOFFOLI | N | 9 | 1
 49   | RHC 124192 | DIAS TOFFOLI | N | 9 | 1
 50   | HC 121569  | DIAS TOFFOLI | N | 9 | 1
 51   | HC 104227  | DIAS TOFFOLI | N | 9 | 1
 52   | HC 108333  | DIAS TOFFOLI | N | 9 | 1
 53   | HC 114718  | DIAS TOFFOLI | N | 9 | 1
 54   | HC 121907  | DIAS TOFFOLI | N | 9 | 1
 55   | RHC 117498 | DIAS TOFFOLI | N | 9 | 1
 56   | ADI 2225   | DIAS TOFFOLI | N | 9 | 1
 57   | HC 101873  | DIAS TOFFOLI | S | 9 | 0
 58   | RHC 118055 | DIAS TOFFOLI | N | 9 | 0
 59   | HC 106477  | DIAS TOFFOLI | N | 9 | 0
 60   | ADI 1949   | DIAS TOFFOLI | N | 9 | 0
 61   | HC 107412  | DIAS TOFFOLI | N | 9 | 0
 62   | RHC 107883 | DIAS TOFFOLI | S | 9 | 0
 63   | HC 104404  | DIAS TOFFOLI | N | 9 | 0
 64   | RHC 111639 | DIAS TOFFOLI | N | 9 | 0
 65   | HC 110172  | DIAS TOFFOLI | N | 9 | 0
 66   | RHC 118036 | DIAS TOFFOLI | N | 9 | 0
 67   | RHC 115982 | DIAS TOFFOLI | N | 8 | 2
 68   | RE 385091  | DIAS TOFFOLI | N | 8 | 2
 69   | RHC 109847 | DIAS TOFFOLI | N | 8 | 2
 70   | ADI 4364   | DIAS TOFFOLI | N | 8 | 2
 71   | HC 96678   | DIAS TOFFOLI | N | 8 | 2
 72   | HC 114020  | DIAS TOFFOLI | N | 8 | 2
 73   | ADI 2158   | DIAS TOFFOLI | N | 8 | 2
 74   | EXT 1216   | DIAS TOFFOLI | N | 8 | 2
 75   | HC 101284  | DIAS TOFFOLI | N | 8 | 2
 76   | HC 110199  | DIAS TOFFOLI | N | 8 | 2
 77   | HC 110850  | DIAS TOFFOLI | N | 8 | 2
 78   | HC 119567  | DIAS TOFFOLI | N | 8 | 2
 79   | HC 96757   | DIAS TOFFOLI | N | 8 | 2
 80   | HC 98194   | DIAS TOFFOLI | N | 8 | 1
 81   | HC 122151  | DIAS TOFFOLI | N | 8 | 1
 82   | RHC 107622 | DIAS TOFFOLI | N | 8 | 1
 83   | HC 107304  | DIAS TOFFOLI | N | 8 | 1
 84   | RHC 122178 | DIAS TOFFOLI | N | 8 | 1
 85   | HC 108064  | DIAS TOFFOLI | N | 8 | 1
 86   | HC 95570   | DIAS TOFFOLI | N | 8 | 1
 87   | HC 107371  | DIAS TOFFOLI | N | 8 | 1
 88   | INQ 2652   | DIAS TOFFOLI | N | 8 | 1
 89   | HC 104332  | DIAS TOFFOLI | N | 8 | 1
 90   | RHC 114739 | DIAS TOFFOLI | N | 8 | 1
 91   | HC 113805  | DIAS TOFFOLI | N | 8 | 1
 92   | ADI 4391   | DIAS TOFFOLI | N | 8 | 0
 93   | HC 101970  | DIAS TOFFOLI | N | 8 | 0
 94   | HC 112576  | DIAS TOFFOLI | N | 8 | 0
 95   | HC 101286  | DIAS TOFFOLI | N | 7 | 3
 96   | HC 106523  | DIAS TOFFOLI | N | 7 | 2
 97   | HC 97413   | DIAS TOFFOLI | N | 7 | 2
 98   | RE 470520  | DIAS TOFFOLI | N | 7 | 2
 99   | HC 105352  | DIAS TOFFOLI | N | 7 | 1
 100   | HC 124107  | DIAS TOFFOLI | N | 7 | 1
 101   | HC 113331  | DIAS TOFFOLI | N | 7 | 0
 102   | ADI 1247   | DIAS TOFFOLI | N | 7 | 0
 103   | RHC 121399 | DIAS TOFFOLI | N | 6 | 3
 104   | RHC 123367 | DIAS TOFFOLI | N | 6 | 2
 105   | HC 101588  | DIAS TOFFOLI | N | 6 | 1
 106   | RHC 117006 | DIAS TOFFOLI | N | 6 | 0
 107   | RHC 120661 | DIAS TOFFOLI | N | 5 | 3
 108   | HC 105380  | DIAS TOFFOLI | N | 5 | 2
 109   | RE 596962  | DIAS TOFFOLI | N | 5 | 0
 110   | HC 124287  | DIAS TOFFOLI | N | 4 | 3
 111   | HC 108890  | DIAS TOFFOLI | N | 4 | 1
 112   | HC 93173   | DIAS TOFFOLI | N | 4 | 1
 113   | HC 109726  | DIAS TOFFOLI | N | 4 | 1
 114   | HC 121389  | DIAS TOFFOLI | N | 4 | 1
 115   | RHC 112870 | DIAS TOFFOLI | N | 4 | 0
 116   | HC 111668  | DIAS TOFFOLI | N | 4 | 0
 117   | EXT 1212   | DIAS TOFFOLI | N | 4 | 0
 118   | HC 113857  | DIAS TOFFOLI | N | 3 | 1
 119   | HC 103092  | DIAS TOFFOLI | N | 3 | 1
 120   | HC 122694  | DIAS TOFFOLI | N | 3 | 1
 121   | RHC 120268 | DIAS TOFFOLI | N | 2 | 2
 122   | HC 101757  | DIAS TOFFOLI | N | 2 | 1
 123   | HC 97096   | DIAS TOFFOLI | N | 2 | 1
 124   | HC 103245  | DIAS TOFFOLI | N | 2 | 1
 125   | ADI 4426   | DIAS TOFFOLI | N | 2 | 0
 126   | HC 95244   | DIAS TOFFOLI | N | 2 | 0
 127   | HC 108481  | DIAS TOFFOLI | N | 2 | 0

stf_pr_1_acordaos_90_rel_4
Number of decisions which appear on simulations: 137
Number of items whose frequency is higher than 1: 127
Number of decisions which could be in all iterations: 70
decisões que aparecem pelo menos 10 vezes | 22
decisões que aparecem pelo menos 9 vezes | 66
decisões que aparecem pelo menos 8 vezes | 94
139

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | RHC 115982 | DIAS TOFFOLI | N | 10 | 0
 2   | RE 385091  | DIAS TOFFOLI | N | 10 | 0
 3   | HC 109966  | DIAS TOFFOLI | N | 10 | 0
 4   | HC 98194   | DIAS TOFFOLI | N | 10 | 0
 5   | HC 101517  | DIAS TOFFOLI | N | 10 | 0
 6   | HC 102083  | DIAS TOFFOLI | N | 10 | 0
 7   | HC 110199  | DIAS TOFFOLI | N | 10 | 0
 8   | HC 108381  | DIAS TOFFOLI | N | 10 | 0
 9   | HC 110926  | DIAS TOFFOLI | N | 10 | 0
 10   | RHC 102963 | DIAS TOFFOLI | N | 10 | 0
 11   | ADI 668    | DIAS TOFFOLI | N | 10 | 0
 12   | INQ 3077   | DIAS TOFFOLI | N | 10 | 0
 13   | RHC 114742 | DIAS TOFFOLI | N | 10 | 0
 14   | HC 102043  | DIAS TOFFOLI | N | 10 | 0
 15   | HC 106739  | DIAS TOFFOLI | N | 10 | 0
 16   | RHC 116709 | DIAS TOFFOLI | N | 10 | 0
 17   | HC 103536  | DIAS TOFFOLI | N | 10 | 0
 18   | HC 113172  | DIAS TOFFOLI | N | 10 | 0
 19   | HC 108345  | DIAS TOFFOLI | N | 10 | 0
 20   | HC 110850  | DIAS TOFFOLI | N | 10 | 0
 21   | RHC 114890 | DIAS TOFFOLI | N | 10 | 0
 22   | RE 470520  | DIAS TOFFOLI | N | 10 | 0
 23   | HC 105728  | DIAS TOFFOLI | N | 10 | 0
 24   | ADI 290    | DIAS TOFFOLI | N | 10 | 0
 25   | RE 594296  | DIAS TOFFOLI | N | 9 | 1
 26   | HC 96678   | DIAS TOFFOLI | N | 9 | 1
 27   | HC 108890  | DIAS TOFFOLI | N | 9 | 1
 28   | HC 122151  | DIAS TOFFOLI | N | 9 | 1
 29   | HC 112319  | DIAS TOFFOLI | N | 9 | 1
 30   | HC 107904  | DIAS TOFFOLI | N | 9 | 1
 31   | ADI 2158   | DIAS TOFFOLI | N | 9 | 1
 32   | EXT 1216   | DIAS TOFFOLI | N | 9 | 1
 33   | HC 101286  | DIAS TOFFOLI | N | 9 | 1
 34   | HC 103951  | DIAS TOFFOLI | N | 9 | 1
 35   | RHC 118055 | DIAS TOFFOLI | N | 9 | 1
 36   | HC 105352  | DIAS TOFFOLI | N | 9 | 1
 37   | HC 114568  | DIAS TOFFOLI | N | 9 | 1
 38   | HC 111171  | DIAS TOFFOLI | N | 9 | 1
 39   | HC 104404  | DIAS TOFFOLI | N | 9 | 1
 40   | HC 95570   | DIAS TOFFOLI | N | 9 | 1
 41   | HC 121569  | DIAS TOFFOLI | N | 9 | 1
 42   | HC 108333  | DIAS TOFFOLI | N | 9 | 1
 43   | HC 101407  | DIAS TOFFOLI | N | 9 | 1
 44   | ADI 2189   | DIAS TOFFOLI | N | 9 | 1
 45   | RHC 105150 | DIAS TOFFOLI | N | 9 | 1
 46   | HC 96757   | DIAS TOFFOLI | N | 9 | 1
 47   | RCL 4803   | DIAS TOFFOLI | N | 9 | 1
 48   | HC 113198  | DIAS TOFFOLI | N | 9 | 1
 49   | HC 106523  | DIAS TOFFOLI | N | 9 | 0
 50   | MS 32176   | DIAS TOFFOLI | N | 9 | 0
 51   | RHC 107622 | DIAS TOFFOLI | N | 9 | 0
 52   | HC 107304  | DIAS TOFFOLI | N | 9 | 0
 53   | HC 98679   | DIAS TOFFOLI | N | 9 | 0
 54   | HC 127483  | DIAS TOFFOLI | N | 9 | 0
 55   | HC 112540  | DIAS TOFFOLI | N | 9 | 0
 56   | RHC 116944 | DIAS TOFFOLI | N | 9 | 0
 57   | HC 125991  | DIAS TOFFOLI | N | 9 | 0
 58   | HC 110848  | DIAS TOFFOLI | N | 9 | 0
 59   | RHC 109847 | DIAS TOFFOLI | N | 8 | 2
 60   | HC 111123  | DIAS TOFFOLI | N | 8 | 2
 61   | HC 111727  | DIAS TOFFOLI | N | 8 | 2
 62   | HC 114020  | DIAS TOFFOLI | N | 8 | 2
 63   | HC 101605  | DIAS TOFFOLI | N | 8 | 2
 64   | HC 107412  | DIAS TOFFOLI | N | 8 | 2
 65   | HC 101970  | DIAS TOFFOLI | N | 8 | 2
 66   | HC 111840  | DIAS TOFFOLI | N | 8 | 2
 67   | HC 102601  | DIAS TOFFOLI | N | 8 | 2
 68   | RHC 117498 | DIAS TOFFOLI | N | 8 | 2
 69   | RHC 121399 | DIAS TOFFOLI | N | 8 | 1
 70   | HC 111124  | DIAS TOFFOLI | N | 8 | 1
 71   | HC 101891  | DIAS TOFFOLI | N | 8 | 1
 72   | HC 106477  | DIAS TOFFOLI | N | 8 | 1
 73   | HC 107371  | DIAS TOFFOLI | N | 8 | 1
 74   | RHC 114739 | DIAS TOFFOLI | N | 8 | 1
 75   | HC 113805  | DIAS TOFFOLI | N | 8 | 1
 76   | HC 120139  | DIAS TOFFOLI | N | 8 | 1
 77   | HC 101588  | DIAS TOFFOLI | N | 8 | 0
 78   | HC 119200  | DIAS TOFFOLI | N | 8 | 0
 79   | HC 101873  | DIAS TOFFOLI | S | 8 | 0
 80   | RHC 123367 | DIAS TOFFOLI | N | 8 | 0
 81   | HC 108064  | DIAS TOFFOLI | N | 8 | 0
 82   | RHC 107883 | DIAS TOFFOLI | S | 8 | 0
 83   | RHC 112705 | DIAS TOFFOLI | N | 7 | 3
 84   | EXT 1178   | DIAS TOFFOLI | N | 7 | 3
 85   | RHC 124192 | DIAS TOFFOLI | N | 7 | 3
 86   | HC 121907  | DIAS TOFFOLI | N | 7 | 3
 87   | HC 98366   | DIAS TOFFOLI | N | 7 | 2
 88   | RHC 111639 | DIAS TOFFOLI | N | 7 | 2
 89   | HC 114718  | DIAS TOFFOLI | N | 7 | 2
 90   | ADI 2225   | DIAS TOFFOLI | N | 7 | 2
 91   | ADI 4391   | DIAS TOFFOLI | N | 7 | 1
 92   | HC 113331  | DIAS TOFFOLI | N | 7 | 1
 93   | HC 101284  | DIAS TOFFOLI | N | 7 | 1
 94   | RHC 122178 | DIAS TOFFOLI | N | 7 | 1
 95   | ADI 1949   | DIAS TOFFOLI | N | 7 | 1
 96   | RHC 118036 | DIAS TOFFOLI | N | 7 | 1
 97   | HC 119567  | DIAS TOFFOLI | N | 7 | 1
 98   | HC 112576  | DIAS TOFFOLI | N | 7 | 1
 99   | ADI 1247   | DIAS TOFFOLI | N | 7 | 1
 100   | RHC 117006 | DIAS TOFFOLI | N | 7 | 0
 101   | ADI 4364   | DIAS TOFFOLI | N | 6 | 2
 102   | HC 110172  | DIAS TOFFOLI | N | 6 | 2
 103   | HC 97413   | DIAS TOFFOLI | N | 6 | 2
 104   | HC 104227  | DIAS TOFFOLI | N | 6 | 2
 105   | INQ 2652   | DIAS TOFFOLI | N | 6 | 2
 106   | RE 596962  | DIAS TOFFOLI | N | 6 | 2
 107   | EXT 1212   | DIAS TOFFOLI | N | 6 | 0
 108   | HC 105380  | DIAS TOFFOLI | N | 5 | 3
 109   | HC 109726  | DIAS TOFFOLI | N | 5 | 2
 110   | HC 93173   | DIAS TOFFOLI | N | 5 | 2
 111   | RHC 120661 | DIAS TOFFOLI | N | 5 | 1
 112   | HC 109541  | DIAS TOFFOLI | N | 5 | 1
 113   | HC 104332  | DIAS TOFFOLI | N | 4 | 4
 114   | HC 108481  | DIAS TOFFOLI | N | 4 | 2
 115   | HC 113857  | DIAS TOFFOLI | N | 4 | 1
 116   | HC 95244   | DIAS TOFFOLI | N | 4 | 1
 117   | HC 101980  | DIAS TOFFOLI | N | 4 | 1
 118   | HC 108391  | DIAS TOFFOLI | N | 3 | 1
 119   | HC 124107  | DIAS TOFFOLI | N | 3 | 1
 120   | HC 115869  | DIAS TOFFOLI | N | 3 | 0
 121   | RHC 112870 | DIAS TOFFOLI | N | 3 | 0
 122   | HC 103245  | DIAS TOFFOLI | N | 3 | 0
 123   | HC 122694  | DIAS TOFFOLI | N | 3 | 0
 124   | HC 102348  | DIAS TOFFOLI | N | 3 | 0
 125   | HC 121389  | DIAS TOFFOLI | N | 3 | 0
 126   | HC 103092  | DIAS TOFFOLI | N | 2 | 3
 127   | ADI 4375   | DIAS TOFFOLI | N | 2 | 3
 128   | HC 101757  | DIAS TOFFOLI | N | 2 | 1
 129   | HC 126051  | DIAS TOFFOLI | N | 2 | 1
 130   | HC 121449  | DIAS TOFFOLI | N | 2 | 0
 131   | HC 108554  | DIAS TOFFOLI | N | 2 | 0
 132   | RHC 117467 | DIAS TOFFOLI | N | 2 | 0
 133   | RHC 120268 | DIAS TOFFOLI | N | 2 | 0
 134   | HC 105055  | DIAS TOFFOLI | N | 2 | 0
 135   | MS 24379   | DIAS TOFFOLI | N | 2 | 0

stf_pr_2_acordaos_90_rel_4
Number of decisions which appear on simulations: 140
Number of items whose frequency is higher than 1: 135
Number of decisions which could be in all iterations: 62
decisões que aparecem pelo menos 10 vezes | 24
decisões que aparecem pelo menos 9 vezes | 58
decisões que aparecem pelo menos 8 vezes | 82
147

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | HC 92290      | RICARDO LEWANDOWSKI | N | 10 | 0
 2   | HC 90129      | RICARDO LEWANDOWSKI | N | 10 | 0
 3   | HC 87289      | RICARDO LEWANDOWSKI | N | 10 | 0
 4   | RE 576155     | RICARDO LEWANDOWSKI | N | 10 | 0
 5   | HC 96922      | RICARDO LEWANDOWSKI | N | 10 | 0
 6   | HC 100902     | RICARDO LEWANDOWSKI | N | 10 | 0
 7   | HC 97230      | RICARDO LEWANDOWSKI | N | 10 | 0
 8   | RE 542594     | RICARDO LEWANDOWSKI | S | 10 | 0
 9   | HC 110118     | RICARDO LEWANDOWSKI | N | 10 | 0
 10   | RE 572762     | RICARDO LEWANDOWSKI | N | 10 | 0
 11   | HC 112362     | RICARDO LEWANDOWSKI | S | 10 | 0
 12   | HC 109343     | RICARDO LEWANDOWSKI | N | 10 | 0
 13   | HC 95159      | RICARDO LEWANDOWSKI | N | 10 | 0
 14   | HC 108778     | RICARDO LEWANDOWSKI | N | 10 | 0
 15   | HC 119115     | RICARDO LEWANDOWSKI | N | 10 | 0
 16   | RE 511222     | RICARDO LEWANDOWSKI | S | 10 | 0
 17   | HC 98689      | RICARDO LEWANDOWSKI | N | 10 | 0
 18   | RE 543163     | RICARDO LEWANDOWSKI | S | 10 | 0
 19   | MS 26810      | RICARDO LEWANDOWSKI | S | 10 | 0
 20   | RHC 90197     | RICARDO LEWANDOWSKI | N | 10 | 0
 21   | RE 542646     | RICARDO LEWANDOWSKI | S | 10 | 0
 22   | RE 542422     | RICARDO LEWANDOWSKI | S | 10 | 0
 23   | RMS 26212     | RICARDO LEWANDOWSKI | N | 10 | 0
 24   | HC 111505     | RICARDO LEWANDOWSKI | N | 10 | 0
 25   | HC 95738      | RICARDO LEWANDOWSKI | N | 10 | 0
 26   | RE 536754     | RICARDO LEWANDOWSKI | S | 10 | 0
 27   | RE 526512     | RICARDO LEWANDOWSKI | S | 10 | 0
 28   | RE 510735     | RICARDO LEWANDOWSKI | S | 10 | 0
 29   | HC 87263      | RICARDO LEWANDOWSKI | N | 10 | 0
 30   | AGR AI 812481 | RICARDO LEWANDOWSKI | N | 10 | 0
 31   | HC 93901      | RICARDO LEWANDOWSKI | N | 10 | 0
 32   | RHC 90399     | RICARDO LEWANDOWSKI | N | 10 | 0
 33   | RE 485541     | RICARDO LEWANDOWSKI | S | 10 | 0
 34   | RHC 96545     | RICARDO LEWANDOWSKI | N | 10 | 0
 35   | HC 102487     | RICARDO LEWANDOWSKI | N | 9 | 1
 36   | HC 87281      | RICARDO LEWANDOWSKI | N | 9 | 1
 37   | HC 92991      | RICARDO LEWANDOWSKI | N | 9 | 1
 38   | HC 89330      | RICARDO LEWANDOWSKI | N | 9 | 1
 39   | HC 98340      | RICARDO LEWANDOWSKI | N | 9 | 1
 40   | HC 90938      | RICARDO LEWANDOWSKI | N | 9 | 1
 41   | HC 97905      | RICARDO LEWANDOWSKI | N | 9 | 1
 42   | HC 98216      | RICARDO LEWANDOWSKI | N | 9 | 1
 43   | HC 86631      | RICARDO LEWANDOWSKI | N | 9 | 1
 44   | HC 88420      | RICARDO LEWANDOWSKI | N | 9 | 1
 45   | RE 562980     | RICARDO LEWANDOWSKI | N | 9 | 1
 46   | HC 91777      | RICARDO LEWANDOWSKI | N | 9 | 1
 47   | HC 111469     | RICARDO LEWANDOWSKI | N | 9 | 1
 48   | HC 96323      | RICARDO LEWANDOWSKI | N | 9 | 1
 49   | HC 96099      | RICARDO LEWANDOWSKI | N | 9 | 1
 50   | HC 92569      | RICARDO LEWANDOWSKI | N | 9 | 1
 51   | HC 107291     | RICARDO LEWANDOWSKI | N | 9 | 1
 52   | HC 90138      | RICARDO LEWANDOWSKI | N | 9 | 1
 53   | HC 94234      | RICARDO LEWANDOWSKI | N | 9 | 1
 54   | MS 30822      | RICARDO LEWANDOWSKI | N | 9 | 1
 55   | HC 88904      | RICARDO LEWANDOWSKI | N | 9 | 1
 56   | HC 95367      | RICARDO LEWANDOWSKI | N | 9 | 1
 57   | HC 94598      | RICARDO LEWANDOWSKI | N | 9 | 0
 58   | RE 551401     | RICARDO LEWANDOWSKI | S | 9 | 0
 59   | HC 92626      | RICARDO LEWANDOWSKI | N | 9 | 0
 60   | HC 104459     | RICARDO LEWANDOWSKI | N | 9 | 0
 61   | HC 115514     | RICARDO LEWANDOWSKI | N | 9 | 0
 62   | RHC 95958     | RICARDO LEWANDOWSKI | N | 9 | 0
 63   | HC 94970      | RICARDO LEWANDOWSKI | N | 9 | 0
 64   | HC 98547      | RICARDO LEWANDOWSKI | N | 9 | 0
 65   | HC 91253      | RICARDO LEWANDOWSKI | N | 9 | 0
 66   | MS 26053      | RICARDO LEWANDOWSKI | N | 9 | 0
 67   | HC 98196      | RICARDO LEWANDOWSKI | N | 9 | 0
 68   | HC 104530     | RICARDO LEWANDOWSKI | N | 9 | 0
 69   | HC 106509     | RICARDO LEWANDOWSKI | N | 9 | 0
 70   | RE 557542     | RICARDO LEWANDOWSKI | S | 9 | 0
 71   | RE 590751     | RICARDO LEWANDOWSKI | N | 9 | 0
 72   | HC 118889     | RICARDO LEWANDOWSKI | S | 9 | 0
 73   | HC 90967      | RICARDO LEWANDOWSKI | N | 8 | 2
 74   | HC 93188      | RICARDO LEWANDOWSKI | N | 8 | 2
 75   | HC 97938      | RICARDO LEWANDOWSKI | N | 8 | 2
 76   | HC 93525      | RICARDO LEWANDOWSKI | N | 8 | 2
 77   | RE 597133     | RICARDO LEWANDOWSKI | N | 8 | 2
 78   | HC 95006      | RICARDO LEWANDOWSKI | N | 8 | 2
 79   | HC 96072      | RICARDO LEWANDOWSKI | N | 8 | 2
 80   | HC 93353      | RICARDO LEWANDOWSKI | N | 8 | 2
 81   | RE 576189     | RICARDO LEWANDOWSKI | N | 8 | 2
 82   | HC 90580      | RICARDO LEWANDOWSKI | N | 8 | 2
 83   | ADI 3741      | RICARDO LEWANDOWSKI | N | 8 | 2
 84   | HC 113625     | RICARDO LEWANDOWSKI | N | 8 | 1
 85   | RE 589998     | RICARDO LEWANDOWSKI | N | 8 | 1
 86   | HC 93736      | RICARDO LEWANDOWSKI | N | 8 | 1
 87   | RE 575089     | RICARDO LEWANDOWSKI | N | 8 | 1
 88   | HC 88928      | RICARDO LEWANDOWSKI | N | 8 | 1
 89   | HC 100018     | RICARDO LEWANDOWSKI | N | 8 | 1
 90   | HC 85496      | RICARDO LEWANDOWSKI | N | 8 | 0
 91   | HC 90367      | RICARDO LEWANDOWSKI | N | 8 | 0
 92   | HC 107006     | RICARDO LEWANDOWSKI | N | 7 | 3
 93   | HC 91181      | RICARDO LEWANDOWSKI | N | 7 | 3
 94   | HC 100299     | RICARDO LEWANDOWSKI | N | 7 | 2
 95   | HC 88759      | RICARDO LEWANDOWSKI | N | 7 | 2
 96   | HC 92014      | RICARDO LEWANDOWSKI | N | 7 | 2
 97   | HC 95542      | RICARDO LEWANDOWSKI | N | 7 | 1
 98   | HC 94826      | RICARDO LEWANDOWSKI | N | 7 | 1
 99   | RE 577348     | RICARDO LEWANDOWSKI | N | 7 | 1
 100   | HC 110452     | RICARDO LEWANDOWSKI | N | 7 | 1
 101   | HC 115609     | RICARDO LEWANDOWSKI | N | 7 | 1
 102   | ADI 932       | RICARDO LEWANDOWSKI | N | 7 | 0
 103   | HC 94356      | RICARDO LEWANDOWSKI | S | 7 | 0
 104   | HC 90443      | RICARDO LEWANDOWSKI | N | 7 | 0
 105   | HC 96821      | RICARDO LEWANDOWSKI | N | 6 | 3
 106   | ADI 1521      | RICARDO LEWANDOWSKI | N | 6 | 3
 107   | RE 568596     | RICARDO LEWANDOWSKI | N | 6 | 2
 108   | HC 93251      | RICARDO LEWANDOWSKI | N | 6 | 1
 109   | HC 90398      | RICARDO LEWANDOWSKI | N | 6 | 0
 110   | ADI 3934      | RICARDO LEWANDOWSKI | N | 5 | 1
 111   | HC 104837     | RICARDO LEWANDOWSKI | N | 5 | 1
 112   | HC 87346      | RICARDO LEWANDOWSKI | N | 4 | 1
 113   | HC 102651     | RICARDO LEWANDOWSKI | N | 4 | 0
 114   | HC 95186      | RICARDO LEWANDOWSKI | N | 4 | 0
 115   | HC 91729      | RICARDO LEWANDOWSKI | N | 3 | 0
 116   | HC 90107      | RICARDO LEWANDOWSKI | N | 3 | 0
 117   | HC 112772     | RICARDO LEWANDOWSKI | N | 3 | 0
 118   | HC 88387      | RICARDO LEWANDOWSKI | N | 2 | 3
 119   | HC 109244     | RICARDO LEWANDOWSKI | N | 2 | 0
 120   | HC 94550      | RICARDO LEWANDOWSKI | N | 2 | 0

stf_pr_1_acordaos_90_rel_5
Number of decisions which appear on simulations: 128
Number of items whose frequency is higher than 1: 120
Number of decisions which could be in all iterations: 69
decisões que aparecem pelo menos 10 vezes | 34
decisões que aparecem pelo menos 9 vezes | 72
decisões que aparecem pelo menos 8 vezes | 91
132

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | HC 102487     | RICARDO LEWANDOWSKI | N | 10 | 0
 2   | HC 113625     | RICARDO LEWANDOWSKI | N | 10 | 0
 3   | RE 551401     | RICARDO LEWANDOWSKI | S | 10 | 0
 4   | HC 87289      | RICARDO LEWANDOWSKI | N | 10 | 0
 5   | HC 96922      | RICARDO LEWANDOWSKI | N | 10 | 0
 6   | HC 97938      | RICARDO LEWANDOWSKI | N | 10 | 0
 7   | HC 104459     | RICARDO LEWANDOWSKI | N | 10 | 0
 8   | HC 110118     | RICARDO LEWANDOWSKI | N | 10 | 0
 9   | RE 589998     | RICARDO LEWANDOWSKI | N | 10 | 0
 10   | HC 109343     | RICARDO LEWANDOWSKI | N | 10 | 0
